MERCHANT_ID,INDUSTRY,COUNTRY,BUSINESS_SIZE,FIRST_CHARGE_DATE,TOTAL_VOLUME_LTM,SUBSCRIPTION_VOLUME_LTM,CHECKOUT_VOLUME_LTM,PAYMENT_LINK_VOLUME_LTM,DAILY_VOL_STDDEV,ACTIVE_DAYS_COUNT,IS_EXISTING_SUBSCRIBER,IS_LOW_VOLUME,IS_CHURNED,IS_SUITABLE_MERCHANT,SCORE_FREQUENCY,SCORE_PRICING_CONSISTENCY,SCORE_PRODUCT_FIT,SCORE_INDUSTRY,SCORE_MATURITY,SCORE_SIZE,TOTAL_PROPENSITY_SCORE,OUTREACH_SEGMENT
b6213d5d,"Religion, politics & other memberships",AU,small,2041-11-25 00:00:00.000,304275,0,304275,0,4599.198888226,65,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
a07325a8,Ticketing & events,AU,medium,2040-01-21 00:00:00.000,3486718,0,0,0,24616.170622793,142,false,false,false,true,1,0,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
72818bc0,Ticketing & events,IE,small,2041-05-09 00:00:00.000,1171184,0,1135073,0,11734.164864805,99,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
ea942380,Software,US,small,2041-03-01 00:00:00.000,3644000,0,0,0,22314.966303793,116,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
4aac1ff3,Education,US,small,2035-02-24 00:00:00.000,3446600,0,0,0,38227.255488734,77,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
0dbf8e84,Software,IT,small,2040-11-24 00:00:00.000,10400785,0,1332962,0,42385.305940576,355,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
799ae865,Education,AE,small,2041-12-19 00:00:00.000,4058165,0,0,4058165,121235.086907566,69,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
a90aecbd,"Religion, politics & other memberships",JP,small,2041-10-19 00:00:00.000,661098,0,0,7814,10344.652012047,66,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
2ff0bdb4,Education,US,small,2038-09-26 00:00:00.000,2040500,0,0,0,9582.579922745,254,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
207a03c0,Leisure,GB,small,2041-04-14 00:00:00.000,14455110,0,14455110,0,125072.470273348,70,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
e90850d5,Business services,US,small,2039-03-28 00:00:00.000,2547214,0,40871,0,23209.312140343,136,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
2ae8c2c3,Software,GB,small,2040-11-25 00:00:00.000,2361225,0,597013,0,7968.532899147,302,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
5ffe7740,Software,GB,small,2041-05-29 00:00:00.000,1383283,0,1383283,0,3894.962881502,191,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
389660a6,Ticketing & events,NZ,large,2040-05-25 00:00:00.000,423441214,0,0,0,946632.524249228,400,false,false,false,true,1,0,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
1e6da8fb,Leisure,LU,medium,2041-04-07 00:00:00.000,6761132,0,0,0,41144.516517306,121,false,false,false,true,1,0,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
e8f78ce0,Leisure,US,small,2041-04-22 00:00:00.000,2549400,0,0,0,28525.681394314,101,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
cb1be9c7,Education,US,small,2033-08-10 00:00:00.000,18233900,0,0,0,122388.463522348,237,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
9f52d4fd,Ticketing & events,US,small,2041-12-13 00:00:00.000,7074700,0,0,0,81492.44763958,141,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
f5e63395,Software,IT,small,2041-12-15 00:00:00.000,3865259,0,3865259,0,36056.574394942,101,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
1f1d5ac3,Business services,US,small,2037-10-11 00:00:00.000,100000,0,0,100000,,1,false,false,false,true,0,1,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
c6d70ad4,Software,NL,small,2040-09-30 00:00:00.000,9879978,0,9839623,40355,55196.41745258,385,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
212b5134,Software,US,small,2040-10-12 00:00:00.000,388351191,0,0,23996,1397767.20579428,417,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
91dbb38d,"Religion, politics & other memberships",US,small,2041-07-04 00:00:00.000,4078500,0,0,0,18116.484135324,237,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
1063f584,Education,AU,small,2038-06-05 00:00:00.000,396700,0,0,0,13549.345926512,53,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
496953b4,Ticketing & events,GB,medium,2035-01-19 00:00:00.000,6248950,0,0,0,111522.454348447,93,false,false,false,true,1,0,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
e6cc09a4,Software,US,small,2041-01-14 00:00:00.000,4670800,0,0,0,17460.553006668,182,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
54be96ae,Business services,US,small,2041-07-27 00:00:00.000,213340,0,121000,0,3803.904430883,86,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
095956c8,Software,FR,small,2041-05-30 00:00:00.000,187515,0,44166,0,2102.234958214,91,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
a2c648b2,Clothing & accessory,US,medium,2037-05-14 00:00:00.000,8280700,0,0,0,61974.44358084,156,false,false,false,true,1,1,0,0,1,1,4,Tier 2: Moderate Propensity (Score 4)
1d3eedc5,"Religion, politics & other memberships",CH,medium,2037-04-07 00:00:00.000,3199624,0,0,0,39448.464361087,122,false,false,false,true,1,0,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
3b0d8b14,Software,CA,small,2041-03-30 00:00:00.000,4433500,0,0,0,11302.005081429,367,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
187c0e50,Education,US,small,2041-04-30 00:00:00.000,5638950,0,5638950,0,35766.67887574,108,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
b37646ea,Education,IE,small,2040-12-19 00:00:00.000,54914168,0,7962028,40656112,200643.786782609,332,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
acae07f0,"Religion, politics & other memberships",IT,small,2040-02-18 00:00:00.000,4276362,0,4265870,0,13262.273956391,347,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
e5b3d4ff,Software,GB,small,2035-11-04 00:00:00.000,12715560,0,0,2918760,76467.343000803,181,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
1813f589,Software,US,medium,2041-09-28 00:00:00.000,1308200,0,0,0,156678.827896787,10,false,false,false,true,0,1,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
eb85d6de,Education,GR,small,2040-10-14 00:00:00.000,518837,0,518837,0,2980.631342418,101,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
c0795d5a,"Religion, politics & other memberships",US,small,2035-06-17 00:00:00.000,892000,0,0,0,8969.097470193,96,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
5474bed0,Leisure,IT,small,2041-07-26 00:00:00.000,4115171,0,3915211,0,32517.27123888,104,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
c828743a,Business services,GB,small,2036-10-22 00:00:00.000,4549556,0,0,336370,62682.504482737,90,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
e45d3e44,"Religion, politics & other memberships",US,large,2034-09-12 00:00:00.000,55611300,0,0,0,249698.410554545,251,false,false,false,true,1,0,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
c609c088,Business services,AE,small,2041-08-17 00:00:00.000,96603034,0,96115952,353932,299599.403389827,207,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
063a9c83,Business services,US,small,2036-01-04 00:00:00.000,1836500,0,0,0,4879.364804397,171,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
3ef7b19f,Leisure,IE,small,2041-01-11 00:00:00.000,386787,0,246394,0,5521.515600503,55,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
ce59e2eb,Business services,FR,small,2041-10-28 00:00:00.000,440647,0,0,440647,2754.135116095,61,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
bd1a801e,Business services,US,small,2040-04-03 00:00:00.000,6357100,0,0,0,85958.769381452,247,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
34ecbf97,"Religion, politics & other memberships",AT,small,2041-01-18 00:00:00.000,119670133,0,119670133,0,324483.359339787,342,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
ef473e9c,Software,US,small,2041-08-14 00:00:00.000,4286000,0,0,0,47944.463729682,62,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
1f13addb,"Religion, politics & other memberships",US,medium,2041-03-10 00:00:00.000,267500,0,0,0,29491.747284533,19,false,false,false,true,0,1,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
14848e2d,Digital goods,GB,large,2041-09-13 00:00:00.000,39376983,0,0,529016,536841.063447225,54,false,false,false,true,1,0,1,0,1,1,4,Tier 2: Moderate Propensity (Score 4)
dccbb234,"Religion, politics & other memberships",CA,medium,2041-02-24 00:00:00.000,5053806,0,0,0,101344.191653083,56,false,false,false,true,1,0,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
63534f47,Rentals,FR,small,2041-08-11 00:00:00.000,1238635,0,4484,1234151,11606.631089621,79,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
4535aa08,Ticketing & events,CA,small,2041-04-13 00:00:00.000,208153,0,0,208153,2182.918860445,93,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
6a87e559,Merchandise,CA,small,2041-05-21 00:00:00.000,168916000,0,0,84187000,974327.503908608,152,false,false,false,true,1,1,1,0,1,0,4,Tier 2: Moderate Propensity (Score 4)
9912d89e,Leisure,JP,small,2040-10-20 00:00:00.000,1998063,0,1998063,0,58354.578742223,64,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
ea2d464e,Software,IN,medium,2040-08-17 00:00:00.000,262724,0,0,0,1821.516979258,55,false,false,false,true,1,0,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
4cd5b781,Business services,US,small,2039-06-26 00:00:00.000,222700,0,0,102700,12232.947314527,2,false,false,false,true,0,1,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
dc0c1b68,Business services,GB,medium,2041-03-12 00:00:00.000,520029,0,0,0,2242.798203083,138,false,false,false,true,1,0,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
271bc1d2,Specialty retail,GB,medium,2041-08-25 00:00:00.000,5331302,0,5331052,0,16955.831864787,246,false,false,false,true,1,0,1,0,1,1,4,Tier 2: Moderate Propensity (Score 4)
10706cfc,"Religion, politics & other memberships",US,small,2036-09-09 00:00:00.000,11635584,0,11429889,0,144919.207407859,141,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
ac00c4d8,Leisure,US,small,2041-06-07 00:00:00.000,463000,0,0,0,3100.041120167,73,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
7af5c9b4,Software,US,small,2033-10-14 00:00:00.000,645300,0,0,0,4976.274510818,59,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
6aeb2073,Education,BE,small,2041-07-27 00:00:00.000,661337,0,661337,0,7251.877392109,98,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
e52942b0,Software,US,small,2037-06-16 00:00:00.000,23750966,0,0,421200,64290.488148219,415,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
09a0d276,Software,US,small,2040-12-23 00:00:00.000,117800,0,117800,0,3283.628387107,26,false,false,false,true,0,1,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
d1790d81,Business services,US,small,2040-09-11 00:00:00.000,765000,0,0,120000,202134.896748475,14,false,false,false,true,0,1,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
adbf219b,Business services,US,medium,2037-08-15 00:00:00.000,18510559,0,0,0,62221.293963297,345,false,false,false,true,1,0,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
0d69eb22,Education,US,medium,2042-02-15 00:00:00.000,4874500,0,0,429500,252634.831987462,10,false,false,false,true,0,1,1,1,0,1,4,Tier 2: Moderate Propensity (Score 4)
7ff9d231,Business services,AU,medium,2038-03-06 00:00:00.000,41130051,0,0,0,225269.64888026,132,false,false,false,true,1,0,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
bd77f9cb,Education,JP,medium,2039-11-06 00:00:00.000,76468888,0,0,0,212995.412121617,340,false,false,false,true,1,0,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
8141ca88,Business services,GB,small,2039-10-21 00:00:00.000,60353012,0,0,189069,945889.908416744,91,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
36280b0b,Education,US,small,2040-04-17 00:00:00.000,969975,0,969975,0,10947.528606895,141,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
0bada2a0,Education,GB,medium,2040-06-27 00:00:00.000,3019999,0,0,0,8675.176538519,385,false,false,false,true,1,0,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
84e982e7,Software,FR,small,2041-11-09 00:00:00.000,751924,0,751924,0,10974.901170868,64,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
0386f814,Leisure,DE,small,2039-09-07 00:00:00.000,178242,0,178242,0,1377.057029459,98,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
8d68dd70,Charity,US,medium,2041-10-13 00:00:00.000,190100,0,190100,0,58098.207086507,6,false,false,false,true,0,1,1,0,1,1,4,Tier 2: Moderate Propensity (Score 4)
feb5e4d0,Leisure,BE,small,2041-11-16 00:00:00.000,2544629,0,1518755,0,17555.765026817,122,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
b4e75c1c,Education,US,small,2036-01-22 00:00:00.000,2699000,0,0,0,7499.239468977,330,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
e5912ea9,Digital goods,US,small,2041-08-30 00:00:00.000,1381700,0,1381700,0,12200.291486276,98,false,false,false,true,1,1,1,0,1,0,4,Tier 2: Moderate Propensity (Score 4)
33b62b43,Rentals,US,small,2037-10-02 00:00:00.000,862500,0,0,0,9738.495094895,66,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
9c6bd072,Business services,IE,medium,2037-08-28 00:00:00.000,12871172,0,12871172,0,1157625.00526245,29,false,false,false,true,0,0,1,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
0c1972be,Software,US,small,2041-08-19 00:00:00.000,4823747,0,4469130,354617,106910.729432327,67,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
117f23c8,Software,DK,small,2035-01-22 00:00:00.000,17541742,0,17317704,0,124214.04824449,160,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
34bd9ac4,Business services,HK,small,2041-05-03 00:00:00.000,1987100,0,0,1987100,60272.778671134,35,false,false,false,true,0,1,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
b8d5d5b9,"Religion, politics & other memberships",US,small,2040-09-28 00:00:00.000,154500,0,0,0,3328.706725072,65,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
9f4d3945,Education,US,small,2041-11-14 00:00:00.000,374000,0,0,0,5508.958752268,59,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
7b5fa18e,Education,US,small,2042-01-14 00:00:00.000,2303600,0,0,760000,45119.498083917,60,false,false,false,true,1,1,1,1,0,0,4,Tier 2: Moderate Propensity (Score 4)
0c1e4890,Education,US,medium,2034-05-11 00:00:00.000,181119022,0,0,0,209216.89901671,418,false,false,false,true,1,0,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
ba651934,Clothing & accessory,MX,large,2041-07-08 00:00:00.000,4097186,0,4097186,0,18780.930681706,165,false,false,false,true,1,0,1,0,1,1,4,Tier 2: Moderate Propensity (Score 4)
0d36102c,Education,US,large,2041-11-09 00:00:00.000,1344340,0,0,381250,23382.699903067,44,false,false,false,true,0,0,1,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
e529745c,Leisure,US,small,2041-08-17 00:00:00.000,123256937,0,0,300100,193135.357695957,268,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
b855c286,"Religion, politics & other memberships",US,small,2041-10-22 00:00:00.000,499800,0,0,249900,0,2,false,false,false,true,0,1,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
ba2926d6,Leisure,US,medium,2040-11-07 00:00:00.000,19284579,0,0,0,32636.575452839,416,false,false,false,true,1,0,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
1fdfb7a8,Education,NL,small,2041-05-14 00:00:00.000,1684403,0,1684403,0,25000.593446702,129,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
60bec968,Business services,US,small,2041-11-07 00:00:00.000,17553001,0,17373801,9000,476029.597084648,85,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
5a96c130,Education,US,small,2036-03-22 00:00:00.000,2520200,0,0,0,44823.697412021,84,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
0f8e023d,Leisure,US,small,2040-06-11 00:00:00.000,1126800,0,0,0,12000.55898038,101,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
3404cd7b,Software,US,small,2039-02-16 00:00:00.000,12526600,0,0,0,90648.585509711,123,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
99039aeb,Leisure,GB,medium,2041-05-21 00:00:00.000,27392658,0,0,0,348389.145159143,104,false,false,false,true,1,0,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
43a5f876,Education,SG,large,2041-07-29 00:00:00.000,12665086,0,0,0,40529.298886398,288,false,false,false,true,1,0,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
fa373e69,Education,CA,small,2039-10-02 00:00:00.000,6136643,0,6136643,0,26895.813226996,191,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
1f57ab34,Charity,GB,medium,2037-09-21 00:00:00.000,36704320,0,36704320,0,181586.784552681,407,false,false,false,true,1,0,1,0,1,1,4,Tier 2: Moderate Propensity (Score 4)
661270c3,Education,US,small,2039-03-16 00:00:00.000,14716000,0,0,0,31051.605450978,380,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
be932472,Leisure,US,small,2041-10-20 00:00:00.000,5964900,0,0,0,389136.672589358,63,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
7c3cd288,Business services,MX,small,2041-12-16 00:00:00.000,152206,0,152206,0,1572.08585247,69,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
b24e59ad,Business services,AU,large,2035-04-22 00:00:00.000,6116740,0,0,0,5049.526788921,418,false,false,false,true,1,0,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
e9b73198,"Religion, politics & other memberships",US,small,2037-09-10 00:00:00.000,138000,0,0,103000,5729.709407332,31,false,false,false,true,0,1,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
5ae7f8c9,Education,GB,small,2041-03-29 00:00:00.000,4605705,0,335114,0,26144.85317076,156,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
0cccbed3,Education,HK,small,2039-01-12 00:00:00.000,51430093,0,0,320000,54307.436690918,418,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
5f5ebf44,Business services,US,small,2034-01-06 00:00:00.000,10134409,0,0,1889,98228.578516355,152,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
64a7b393,Business services,US,small,2041-12-14 00:00:00.000,401000,0,251000,0,122202.359497134,4,false,false,false,true,0,1,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
84a5e14b,Leisure,US,small,2037-02-10 00:00:00.000,4210500,0,0,0,37765.486909897,140,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
7e9474f8,Travel & lodging,US,small,2039-03-08 00:00:00.000,165544400,0,400,0,1098177.36838004,108,false,false,false,true,1,1,1,0,1,0,4,Tier 2: Moderate Propensity (Score 4)
49463f43,Ticketing & events,MX,small,2038-05-19 00:00:00.000,6040366,0,0,203536,28744.435791065,192,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
a33414ac,Education,BR,small,2041-09-10 00:00:00.000,588837,0,0,569572,7808.404609665,51,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
3df50154,Personal services,US,small,2041-05-01 00:00:00.000,1243400,0,455700,0,12193.483154358,118,false,false,false,true,1,1,1,0,1,0,4,Tier 2: Moderate Propensity (Score 4)
333dd57e,Digital goods,GB,medium,2036-05-31 00:00:00.000,915182,0,626895,2800,8586.828742023,223,false,false,false,true,1,0,1,0,1,1,4,Tier 2: Moderate Propensity (Score 4)
35fa4c06,Ticketing & events,AU,small,2040-07-06 00:00:00.000,7692925,0,5414097,0,203935.519543371,67,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
34020403,Business services,US,small,2041-01-20 00:00:00.000,3364600,0,478000,0,313065.4829984,22,false,false,false,true,0,1,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
ce9b8a7f,Education,GB,medium,2041-03-10 00:00:00.000,3270536,0,0,0,80155.112264905,67,false,false,false,true,1,0,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
1a9f15d5,"Religion, politics & other memberships",US,small,2035-10-24 00:00:00.000,352300,0,0,0,7583.923894617,61,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
ab4c848d,Software,IT,small,2040-11-22 00:00:00.000,508761,0,0,2826,2902.344914815,207,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
f8437730,Ticketing & events,US,small,2039-07-10 00:00:00.000,725000,0,0,0,7133.695155852,131,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
469d45d3,Education,US,small,2041-06-18 00:00:00.000,330000,0,0,330000,17606.816861659,6,false,false,false,true,0,1,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
36c7b21b,Leisure,RO,small,2041-06-22 00:00:00.000,4514709,0,2424,0,10587.741889269,323,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
92dde750,Rentals,FR,small,2041-05-31 00:00:00.000,228756,0,0,228756,2365.940344352,57,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
33ae48d4,Personal services,US,small,2038-08-20 00:00:00.000,2567500,0,0,13500,21014.84226697,90,false,false,false,true,1,1,1,0,1,0,4,Tier 2: Moderate Propensity (Score 4)
9f9aa5d4,Education,FR,small,2037-11-21 00:00:00.000,3412862,0,3412862,0,20087.462118987,243,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
83a4aec9,Business services,ES,small,2041-05-28 00:00:00.000,8508842,0,8508842,0,28703.924077439,323,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
fec2699a,"Religion, politics & other memberships",US,small,2041-03-05 00:00:00.000,452500,0,0,0,25813.93863031,55,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
3ecc5db2,Clothing & accessory,FI,medium,2041-08-30 00:00:00.000,25196635,0,25196635,0,117254.470480345,206,false,false,false,true,1,0,1,0,1,1,4,Tier 2: Moderate Propensity (Score 4)
64a642a8,Ticketing & events,US,small,2037-06-16 00:00:00.000,12631000,0,0,0,91897.566749538,152,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
d1e01e07,Education,AU,small,2039-08-01 00:00:00.000,2014800,0,0,0,4041.477435067,376,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
dbca5427,Clothing & accessory,US,medium,2041-06-15 00:00:00.000,555199223,0,548919258,0,6004656.45407706,124,false,false,false,true,1,0,1,0,1,1,4,Tier 2: Moderate Propensity (Score 4)
c107e139,Business services,CH,small,2039-02-15 00:00:00.000,51383055,0,51383055,0,112623.032040799,416,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
7679235d,Leisure,GB,small,2037-10-06 00:00:00.000,35400228,0,0,507937,250993.257811982,137,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
7904ac40,Business services,US,small,2040-08-24 00:00:00.000,8473500,0,0,0,160982.411871043,56,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
932aa8dc,"Religion, politics & other memberships",US,small,2039-06-15 00:00:00.000,906400,0,0,0,11338.158279502,79,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
945a972b,Business services,US,small,2041-05-12 00:00:00.000,800000,0,0,800000,,1,false,false,false,true,0,1,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
9362b127,Education,CA,small,2041-01-10 00:00:00.000,1356211,0,0,318568,13700.924796903,106,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
299324bf,Ticketing & events,US,medium,2039-05-12 00:00:00.000,3639428427,0,0,0,4543985.33841013,418,false,false,false,true,1,0,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
8f3c9685,Software,IT,small,2041-02-25 00:00:00.000,41952660,0,41951093,1567,179813.839928761,370,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
b1036db4,Software,GB,small,2037-05-13 00:00:00.000,1209386,0,1079638,129748,15228.283815242,72,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
403dd415,Software,US,small,2035-07-07 00:00:00.000,3710500,0,0,0,15529.537639101,221,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
4d7998ae,Education,US,small,2040-07-01 00:00:00.000,61979650,0,61979650,0,134838.396874475,312,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
